lat,lon,ele,ele2,course,roll,pitch,mode,time_epoch,time_utc
43.272863,-76.9757531,80.84,3.66,0,0,0,Loiter,1500048543.0,2017-07-14 16:09:03+00:00
43.272863,-76.9757532,79.39,2.21,61.43449,2.107759,-1.083407,Loiter,1500048543.0,2017-07-14 16:09:03+00:00
43.272863,-76.9757534,79.47,2.29,61.40368,2.101607,-1.094717,Loiter,1500048544.0,2017-07-14 16:09:04+00:00
43.2728631,-76.9757535,79.59,2.41,61.35255,2.082344,-1.105136,Loiter,1500048544.0,2017-07-14 16:09:04+00:00
43.2728631,-76.9757536,79.63,2.45,61.34134,2.076929,-1.108689,Loiter,1500048544.0,2017-07-14 16:09:04+00:00
43.2728632,-76.9757537,79.7,2.52,61.29857,2.072798,-1.105599,Loiter,1500048544.0,2017-07-14 16:09:04+00:00
43.2728632,-76.9757539,79.77,2.59,61.25394,2.062332,-1.119626,Loiter,1500048544.0,2017-07-14 16:09:04+00:00
43.2728632,-76.975754,79.85,2.67,61.2064,2.033354,-1.113063,Loiter,1500048545.0,2017-07-14 16:09:05+00:00
43.2728632,-76.9757542,79.91,2.73,61.19136,2.019281,-1.117226,Loiter,1500048545.0,2017-07-14 16:09:05+00:00
43.2728633,-76.9757543,79.94,2.76,61.17717,2.004632,-1.103914,Loiter,1500048545.0,2017-07-14 16:09:05+00:00
43.2728633,-76.9757544,80.01,2.83,61.13661,1.979116,-1.068174,Loiter,1500048545.0,2017-07-14 16:09:05+00:00
43.2728634,-76.9757546,80.06,2.88,61.11239,1.961931,-1.051652,Loiter,1500048545.0,2017-07-14 16:09:05+00:00
43.2728635,-76.9757546,80.11,2.93,61.08148,1.9521,-1.046008,Loiter,1500048546.0,2017-07-14 16:09:06+00:00
43.2728635,-76.9757547,80.13,2.95,61.0595,1.941984,-1.039442,Loiter,1500048546.0,2017-07-14 16:09:06+00:00
43.2728636,-76.9757547,80.18,3,61.02818,1.925069,-1.018788,Loiter,1500048546.0,2017-07-14 16:09:06+00:00
43.2728637,-76.9757548,80.22,3.04,61.00703,1.907644,-1.002608,Loiter,1500048546.0,2017-07-14 16:09:06+00:00
