lat,lon,ele,ele2,course,roll,pitch,mode,time_epoch,time_utc
36.1819489,-75.751536,3.98,-0.37,36.19201,0.1900659,0.6348137,Loiter,1497302446.0,2017-06-12 21:20:46+00:00
36.1819488,-75.751536,3.98,-0.37,36.18699,0.1922022,0.634751,Loiter,1497302447.0,2017-06-12 21:20:47+00:00
36.1819488,-75.7515359,4,-0.35,36.18986,0.18683,0.6318316,Loiter,1497302447.0,2017-06-12 21:20:47+00:00
36.1819487,-75.7515359,4.02,-0.33,36.19268,0.1799101,0.6333141,Loiter,1497302447.0,2017-06-12 21:20:47+00:00
36.1819487,-75.7515358,4.05,-0.3,36.18589,0.1758822,0.6466728,Loiter,1497302448.0,2017-06-12 21:20:48+00:00
36.1819487,-75.7515357,4.06,-0.29,36.18808,0.1681153,0.6413449,Loiter,1497302448.0,2017-06-12 21:20:48+00:00
36.1819487,-75.7515356,4.05,-0.3,36.19988,0.1557121,0.6315867,Loiter,1497302449.0,2017-06-12 21:20:49+00:00
36.1819487,-75.7515355,4.05,-0.3,36.19122,0.1588332,0.6300099,Loiter,1497302449.0,2017-06-12 21:20:49+00:00
36.1819487,-75.7515356,4.04,-0.31,36.19211,0.1526469,0.6270361,Loiter,1497302450.0,2017-06-12 21:20:50+00:00
36.1819488,-75.7515355,4.04,-0.31,36.18851,0.1492681,0.6238322,Loiter,1497302450.0,2017-06-12 21:20:50+00:00
36.1819489,-75.7515355,4.03,-0.32,36.19185,0.1421412,0.5977166,Loiter,1497302450.0,2017-06-12 21:20:50+00:00
36.1819489,-75.7515354,4,-0.35,36.19287,0.135951,0.6015795,Loiter,1497302451.0,2017-06-12 21:20:51+00:00
36.181949,-75.7515354,3.98,-0.37,36.19585,0.1381309,0.6012361,Loiter,1497302451.0,2017-06-12 21:20:51+00:00
36.1819491,-75.7515354,3.96,-0.39,36.19291,0.145027,0.5882593,Loiter,1497302452.0,2017-06-12 21:20:52+00:00
36.1819492,-75.7515354,3.94,-0.41,36.19472,0.1548675,0.5802425,Loiter,1497302453.0,2017-06-12 21:20:53+00:00
36.1819493,-75.7515354,3.93,-0.42,36.18,0.1601218,0.5803666,Loiter,1497302453.0,2017-06-12 21:20:53+00:00
36.1819494,-75.7515354,3.93,-0.42,36.17683,0.1652606,0.5752972,Loiter,1497302453.0,2017-06-12 21:20:53+00:00
36.1819495,-75.7515355,3.92,-0.43,36.17229,0.1738439,0.577005,Loiter,1497302454.0,2017-06-12 21:20:54+00:00
36.1819496,-75.7515355,3.91,-0.44,36.1737,0.1775516,0.5730988,Loiter,1497302454.0,2017-06-12 21:20:54+00:00
36.1819498,-75.7515356,3.91,-0.44,36.16624,0.1942903,0.5674103,Loiter,1497302454.0,2017-06-12 21:20:54+00:00
36.1819499,-75.7515356,3.91,-0.44,36.16936,0.1826706,0.5711939,Loiter,1497302455.0,2017-06-12 21:20:55+00:00
36.1819499,-75.7515357,3.9,-0.45,36.16935,0.1913407,0.5666048,Loiter,1497302455.0,2017-06-12 21:20:55+00:00
36.18195,-75.7515357,3.9,-0.45,36.17061,0.1903336,0.5683848,Loiter,1497302455.0,2017-06-12 21:20:55+00:00
36.1819501,-75.7515357,3.9,-0.45,36.17786,0.182826,0.5707673,Loiter,1497302455.0,2017-06-12 21:20:55+00:00
36.1819502,-75.7515358,3.89,-0.46,36.17204,0.1794322,0.5745034,Loiter,1497302456.0,2017-06-12 21:20:56+00:00
36.1819503,-75.7515358,3.89,-0.46,36.17443,0.1788664,0.5553605,Loiter,1497302456.0,2017-06-12 21:20:56+00:00
36.1819504,-75.7515358,3.9,-0.45,36.17337,0.1912612,0.5604262,Loiter,1497302457.0,2017-06-12 21:20:57+00:00
36.1819505,-75.7515359,3.94,-0.41,36.17983,0.1950964,0.5756135,Loiter,1497302457.0,2017-06-12 21:20:57+00:00
36.1819506,-75.7515359,3.95,-0.4,36.18715,0.197159,0.579123,Loiter,1497302458.0,2017-06-12 21:20:58+00:00
36.1819507,-75.7515359,3.95,-0.4,36.18361,0.2004347,0.5846846,Loiter,1497302458.0,2017-06-12 21:20:58+00:00
36.1819508,-75.7515359,3.98,-0.37,36.19358,0.1993728,0.5818207,Loiter,1497302458.0,2017-06-12 21:20:58+00:00
36.1819508,-75.751536,3.98,-0.37,36.19674,0.1948509,0.5620533,Loiter,1497302459.0,2017-06-12 21:20:59+00:00
36.1819509,-75.751536,3.99,-0.36,36.19675,0.1943163,0.5606977,Loiter,1497302459.0,2017-06-12 21:20:59+00:00
36.1819509,-75.7515361,4,-0.35,36.20161,0.189337,0.5568833,Loiter,1497302459.0,2017-06-12 21:20:59+00:00
36.181951,-75.7515361,3.99,-0.36,36.20809,0.1839822,0.5526927,Loiter,1497302459.0,2017-06-12 21:20:59+00:00
36.1819511,-75.7515362,4.01,-0.34,36.20213,0.1795864,0.5522497,Loiter,1497302459.0,2017-06-12 21:20:59+00:00
36.1819512,-75.7515362,4.01,-0.34,36.20945,0.1771388,0.5525413,Loiter,1497302460.0,2017-06-12 21:21:00+00:00
36.1819513,-75.7515363,4.03,-0.32,36.21092,0.1754943,0.5540801,Loiter,1497302460.0,2017-06-12 21:21:00+00:00
36.1819514,-75.7515364,4.04,-0.31,36.19814,0.1677191,0.5483133,Loiter,1497302460.0,2017-06-12 21:21:00+00:00
36.1819515,-75.7515364,4.04,-0.31,36.20042,0.1557577,0.5403988,Loiter,1497302461.0,2017-06-12 21:21:01+00:00
36.1819515,-75.7515365,4.04,-0.31,36.19888,0.1528345,0.5415219,Loiter,1497302461.0,2017-06-12 21:21:01+00:00
36.1819516,-75.7515365,4.04,-0.31,36.19595,0.1570108,0.543754,Loiter,1497302461.0,2017-06-12 21:21:01+00:00
36.1819517,-75.7515365,4.06,-0.29,36.18859,0.1334994,0.539715,Loiter,1497302461.0,2017-06-12 21:21:01+00:00
36.1819518,-75.7515366,4.07,-0.28,36.18507,0.1412987,0.5462833,Loiter,1497302462.0,2017-06-12 21:21:02+00:00
36.1819519,-75.7515366,4.07,-0.28,36.19115,0.1389252,0.549384,Loiter,1497302462.0,2017-06-12 21:21:02+00:00
36.181952,-75.7515366,4.08,-0.27,36.18875,0.1352133,0.5544183,Loiter,1497302462.0,2017-06-12 21:21:02+00:00
36.1819521,-75.7515367,4.08,-0.27,36.18655,0.1305513,0.5678062,Loiter,1497302462.0,2017-06-12 21:21:02+00:00
36.1819521,-75.7515368,4.07,-0.28,36.19633,0.1261569,0.5641818,Loiter,1497302463.0,2017-06-12 21:21:03+00:00
36.1819522,-75.7515368,4.07,-0.28,36.19482,0.1262417,0.569261,Loiter,1497302463.0,2017-06-12 21:21:03+00:00
36.1819523,-75.7515369,4.07,-0.28,36.18755,0.1261728,0.5579163,Loiter,1497302463.0,2017-06-12 21:21:03+00:00
36.1819523,-75.7515368,4.07,-0.28,36.18454,0.1250282,0.5652697,Loiter,1497302463.0,2017-06-12 21:21:03+00:00
36.1819524,-75.7515369,4.06,-0.29,36.17667,0.128157,0.5632026,Loiter,1497302464.0,2017-06-12 21:21:04+00:00
36.1819525,-75.7515369,4.05,-0.3,36.16966,0.1380493,0.5704619,Loiter,1497302464.0,2017-06-12 21:21:04+00:00
36.1819525,-75.751537,4.05,-0.3,36.17429,0.142885,0.57844,Loiter,1497302464.0,2017-06-12 21:21:04+00:00
36.1819526,-75.751537,4.05,-0.3,36.18383,0.1423285,0.589047,Loiter,1497302464.0,2017-06-12 21:21:04+00:00
36.1819526,-75.7515371,4.04,-0.31,36.19064,0.146914,0.5931705,Loiter,1497302464.0,2017-06-12 21:21:04+00:00
36.1819527,-75.7515371,4.03,-0.32,36.18032,0.1503883,0.5987679,Loiter,1497302465.0,2017-06-12 21:21:05+00:00
36.1819528,-75.7515371,4.02,-0.33,36.18559,0.1564623,0.6021462,Loiter,1497302465.0,2017-06-12 21:21:05+00:00
36.181953,-75.7515372,4.01,-0.34,36.18162,0.1565934,0.60763,Loiter,1497302465.0,2017-06-12 21:21:05+00:00
36.1819531,-75.7515372,4,-0.35,36.19224,0.1670991,0.630289,Loiter,1497302466.0,2017-06-12 21:21:06+00:00
36.1819532,-75.7515373,4,-0.35,36.19534,0.1755886,0.638234,Loiter,1497302466.0,2017-06-12 21:21:06+00:00
36.1819533,-75.7515373,3.98,-0.37,36.19607,0.1706717,0.6462608,Loiter,1497302466.0,2017-06-12 21:21:06+00:00
36.1819533,-75.7515374,3.98,-0.37,36.19625,0.1758933,0.6560786,Loiter,1497302466.0,2017-06-12 21:21:06+00:00
36.1819534,-75.7515374,3.97,-0.38,36.19339,0.176789,0.6475632,Loiter,1497302466.0,2017-06-12 21:21:06+00:00
36.1819535,-75.7515375,3.96,-0.39,36.18471,0.1757412,0.6480045,Loiter,1497302467.0,2017-06-12 21:21:07+00:00
36.1819536,-75.7515376,3.96,-0.39,36.18583,0.17426,0.6518673,Loiter,1497302467.0,2017-06-12 21:21:07+00:00
36.1819537,-75.7515377,3.96,-0.39,36.18528,0.1798226,0.6592644,Loiter,1497302467.0,2017-06-12 21:21:07+00:00
36.1819538,-75.7515377,3.96,-0.39,36.18109,0.1839334,0.6536041,Loiter,1497302467.0,2017-06-12 21:21:07+00:00
36.1819538,-75.7515378,3.95,-0.4,36.17421,0.1743611,0.6574721,Loiter,1497302468.0,2017-06-12 21:21:08+00:00
36.1819539,-75.7515379,3.96,-0.39,36.18887,0.1717822,0.6513839,Loiter,1497302468.0,2017-06-12 21:21:08+00:00
36.1819539,-75.751538,3.96,-0.39,36.19352,0.1745906,0.6471179,Loiter,1497302468.0,2017-06-12 21:21:08+00:00
36.181954,-75.751538,3.97,-0.38,36.19358,0.1718939,0.6552669,Loiter,1497302468.0,2017-06-12 21:21:08+00:00
36.1819541,-75.7515381,3.97,-0.38,36.18823,0.1684714,0.6414668,Loiter,1497302468.0,2017-06-12 21:21:08+00:00
